username,user_id,city,country,gender,year_of_birth,CSP,goals,level_of_education
hpieux1997,,,,,,,,
hpince,1469334,,,,,,,
hpingret,,CHATEAU THIERRY,FR,m,1969,"Cadre, sup",,m
hpl,,,,,,,,
hplbm,,,,,,,,
hplelan,5429752,,,,,,,
hpndjandjo,2505933,,,,,,,
hpoirier,,,,,,,,
hpolard,,,,,,,,
HPONS,,,,,,,,
hpotier,248985,,,,,,,
hprade,4697361,,,,,,,
hprisca,4804840,,,,,,,
Hpsalmiste,,,,,,,,
hpt,8260971,,,,,,,
hquatreville,2173729,,,,,,,
hquinque,,,,,,,,
hquipourt,,,,,,,,
Hr-hajer,6599300,,,,,,,
hrabehanta,,,,,,,,
hraben,,,,,,,,
hrabovskyb,4380952,,,,,,,
hradji,,Cotonou,BJ,f,1993,,j'espere pouvoir bien cernée la 4G,b
Hraf,,Paris,FR,m,1981,,,m
HrafnDhraoidean,,,,,,,,
hraguig,,,,f,,"Cadre, sup",,
hrahaingoson,6591008,,,,,,,
hrahbani,,,,,,,,
hralle,14608322,,,,,,,
HRambaud,,,,,,,,
hrandria,1833295,,,,,,,
hranes,,,,,,,,
hratozboul,,,,,,,,
hratsi,,,,,,,,
HRatsima,,,,,,,,
HRATSIMIHAH,,CLAMART,FR,m,1963,,Je m’intéresse au cours de formation donné en ligne pour compléter mes connaissances en regard de mon projet professionnel et personnel,m
hrava,,,,,,,,
hravono,,,,,,,,
HRazafy,,,,,,,,
hrchid,,,,,,,,
hrenault,,Roncq,FR,m,1964,,Inscription au MOOC Big Data,m
hreynier,,,,,,,,
HRG23,,,,,,,,
Hrhayour,,,,,,,,
hriantsoa,,,,,,,,
hricardo,639573,,,,,,,
hriday098,3002290,,,,,,,
Hrishi78,10362376,,,,,,,
hrishi911,10300444,,,,,,,
Hristina,,,,,,,,
hrit,7142447,,,,,,,
hrivano,2420617,,,,,,,
hrjaffe,,,,,,,,
HRlearner,,,,,,,,
Hrllr,8384548,,,,,,,
HRN,,,,,,,,
HROBERT,922290,,,,,,,
hrobert35,,,,,,,,
hrobinne,1489422,,,,,,,
HRobles,5296630,,,,,,,
hrocand,6775108,,,,,,,
hrocheICN,6470272,,,,,,,
hromagny,,,,,,,,
HRomain,2312049,,,,,,,
HRomano,321544,,,,,,,
hrouidi,6252847,,,,,,,
HRS,7954921,,,,,,,
hrsoglo,,,,,,,,
Hrsyksr,11261774,,,,,,,
Hrtfx,1430124,,,,,,,
hrubaanna,10865653,,,,,,,
HRVBOU,5307586,,,,,,,
hrvkandolo,,,,,,,,
HS-157,,,,,,,,
HS66,,,,,,,,
Hsab,,Fondettes,FR,m,1964,,Diversité des cours et possibilité de suivre les cours ou je veux quand je veux ,m
hsabri2016,,,,,,,,
hsaidou,,,,,,,,
hsalam,5051030,,,,,,,
hsalgado,11464699,,,,,,,
hsaltar,3139655,,,,,,,
hsalvat,,,,,,,,
hSamah,11768780,,,,,,,
hsamuel,,Cotonou,BJ,m,1997,,"j'ai fait cette inscription pour pouvoir améliorer mon niveau en anglais,car avec l'anglais vous pouvez avoir accès à toutes les portes.",jhs
HSAN-26,,,,,,,,
Hsanae,,,,,,,,
hsandriamanankaja,2358408,,,,,,,
hsandwidi,34957,,,,,,,
hsanseau,,,,,,,,
hsarais,,Bordeaux,FR,,None,"Artisan, commerçant ou chef d\'entreprise","Bénévole au sein d'une association, je suis curieux de voir comment vous accompagnez les apprenants étrangers qui ont un niveau moyen.",b
hsaras,,,,,,,,
hsari,2962163,,,,,,,
hsawadogo,,,,,,,,
hsbaa,,,,,,,,
hsbe,199323,,,,,,,
Hschmeiske,4087341,,,,,,,
hSchwendimann,,,,,,,,
HSebastian,1874138,,,,,,,
HSebastienCyber,16202772,,,,,,,
Hseffar,4788472,,,,,,,
hsegla,2877513,,,,,,,
hseinhassoun,11634530,,,,,,,
hservignat,,,,,,,,
Hsienhui94,1039430,,,,,,,
HSilva,195036,,,,,,,
HSIMONNE,4906075,,,,,,,
hsinamale,11990292,,,,,,,
hsinger,,,,,,,,
HSIULIWU6688,,,,,,,,
HSlim,,Lyon,FR,m,1991,,"Bonjour,
Je souhaite intégrer le MOOC Smart grids pour plusieurs raisons.
D'une part, je m'intéresse beaucoup à l'évolution des services énergétiques et des technologies associées.
D'autre part, j'ai connu le département recherche ENSE3 (notamment Damien Picault) grâce au Mastère Spécialisé ENSE3 et Grenoble Ecole de Management (Management & marketing de l’Énergie), et j'ai envie de profité des acquis expérimentaux sur le sujet des Smart-Grids.
Finalement, je suis personnellement très intéressé dans la formation continu et participe régulièrement à des MOOCs qui me permettent de m'enrichir et de mieux connaître de nouvelles structures d'enseignement et de recherche.",other
hsmathteacher,2560069,,,,,,,
hsmbsd,,,,,,,,
hsmi,,,,,,,,
hsmuk,,,,,,,,
hsnidriss,,Dakar,SN,m,1989,,c'est mieux pour aider,m
HsntKam,4611930,,,,,,,
hso,,,,,,,,
hsokhey,1302580,,,,,,,
hsolatges,227205,,,,,,,
Hsplendeur,,,,,,,,
HSSISSOU,,,,,,,,
hssounamed,,ariana,TN,m,1994,,,b
HST,,,,,,,,
hstef,,,,,,,,
hsurmely,,,,,,,,
hsvtb,,,,,,,,
hsx,,None,,m,1965,,,m
HSylvain,,,,,,,,
HT,,None,FR,m,1964,,,m
ht8947827643,11542471,,,,,,,
htaalba,10869016,,,,,,,
htahiri,,,,,,,,
htalebi,,Paris,FR,m,1981,,I love learning stuffs,m
Htaouil,,,,,,,,
htayed,6539419,,,,,,,
HTayssir,,Nabeul,TN,f,1993,,,m
HTb,,,,,,,,
htchoko,5736253,,,,,,,
hteerlynck,4382508,,,,,,,
hter,,Angers,FR,m,1997,,Je souhaite assister à ce MOOC car un article de Eskimon (http://eskimon.fr/) dont j'apprécie les articles participe à sa réalisation,jhs
hterrier,1760005,,,,,,,
htetaunglynn94,12934124,,,,,,,
HtetMyoMyint,11033137,,,,,,,
HTF,,,,,,,,
hthams,11294914,,,,,,,
hthertale,10828536,,,,,,,
hthomas,1836505,,,,,,,
htirao,3128273,,,,,,,
HTLILI,,,,,,,,
htmalbenur,5365912,,,,,,,
htmar,,Sfax,TN,m,1978,,,p
HTN,,,,,,,,
htollivag,,,,,,,,
htouo,5673608,,,,,,,
htrapu,,,,,,,,
htravis,,,,,,,,
htremolada,,,,,,,,
htreny,5749213,,,,,,,
HTRHO,3841973,,,,,,,
htroulier,15020841,,,,,,,
htsimeon,9294951,,,,,,,
hturlan,561678,,,,,,,
htwalid,,,,,,,,
HTZfan,,,,,,,,
HuaDy,2519599,,,,,,,
Huane,20730476,,,,,,,
Huarqy,1220220,,,m,,"Artisan, commerçant ou chef d'entreprise",,
Huault,5918053,,,,,,,
hub1,,,,,,,,
Hub34,,,,,,,,
hubbano,,None,,m,1987,,"Apprendre, toujours apprendre ! ",b
HubBENOIT,,,,,,,,
Hubbik,,Nantes,FR,m,1974,,Continuer à m'instruire sur différents sujets.,m
hubeer,,,,,,,,
hubel,9082123,,,,,,,
Huberamon,,Villeneuve,FR,m,1973,,,m
Hubert_boitte,,,,,,,,
HUBERT_Frantz,,,,,,,,
Hubert-no,,,,,,,,
Hubert123,,,,,,,,
hubert31,4620711,,,,,,,
Hubert5,10808988,,,,,,,
hubert84,6207250,,,,,,,
huberta,6539236,,,,,,,
hubertbazin,12174837,,,,,,,
hubertC,84814,,,,,,,
HubertEldorado,16489095,,,,,,,
hubertkapaya,,,,,,,,
HubertL,,,,,,,,
hubertlegrand,366357,,,,,,,
hubertMichaudet,,,,,,,,
Huberts,1834591,,,,,,,
Hubertsali,3439351,,,,,,,
hubfil,3457804,SAILLAGOUSE,FR,m,1957,Sans,envie d'acquérir des connaissances car je construis des imprimantes 3D par passion de la technologie.,hs
hubhub,,Bordeaux,FR,m,1970,"Cadre, sup",,
hubhuberto,3647562,,,,,,,
HubSj,6202,,,,,,,
Hubsy,,,,,,,,
Huc82,5495425,,,,,,,
huckaby47,11258148,,,,,,,
hudamr,11346727,,,,,,,
huddrr12,8199494,,,,,,,
Hudiksvall,5311930,,,,,,,
hudsonbzra,1910869,,,,,,,
HudsonHFK,2080537,,,,,,,
huea,11819558,,,,,,,
huebereric,1678833,,,,,,,
HueBruno,,None,,m,1965,,"Je souhaite améliorer, renforcer et découvrir des connaissances dans les nouvelles technologies.",hs
huebschb,4477610,,,,,,,
HUEMIC,,,,,,,,
HuetP,,La Celle Saint Cloud,FR,m,1996,,,b
hufedebeb1fb,10495801,,,,,,,
hug26,675432,,,,,,,
hug777,,,,m,,"Cadre, sup",,
hugart,,,,,,,,
hugbony,4595064,,,,,,,
Huge_titi,,,,,,,,
HUgeGOat,4090649,,,,,,,
HuGenevois,,Paris,FR,m,1958,,Continuer à apprendre...,m
HUGEROT,3033650,,,,,,,
hugh,173639,,,,,,,
hugheser8117,21126641,,,,,,,
Hughs,,,,,,,,
hugo_andron,10322971,,,,,,,
hugo_l,4581765,,,,,,,
hugo_poirier1,4976325,,,,,,,
Hugo_S,1773637,,,,,,,
Hugo_Selle,,Plouzané,FR,m,1996,Etudiant,,
hugo-a-garcia,14965264,,,,,,,
Hugo1,,,,,,,,
Hugo100102,,,,,,,,
Hugo23,,,,,,,,
Hugo32,,Auch,FR,,None,"Cadre, sup",,
hugo333,,,,,,,,
Hugo35,3093161,,,,,,,
hugo56,,,,,,,,
Hugo9015,595872,,,,,,,
Hugob30,,,,,,,,
hugobax,,,,,,,,
HugoBilliaert,,Amiens,FR,m,1996,,,hs
Hugobiwan,485352,,,,,,,
hugobob,,,,,,,,
HugoBonnetBidaud,,,,,,,,
HugoBouet,5856854,,,,,,,
HugoBurtin,6116500,,,,,,,
hugoc45,,,,,,,,
hugocastrofan,,,,,,,,
hugocollin,6305014,,,,,,,
HugoEscalpelo,8968319,,,,,,,
Hugofly,,,,,,,,
hugoiae,,,,,,,,
HugoJavier,8506774,,,,,,,
hugoji,,Granville,FR,m,1993,,Je souhaite me former dans les technologies numériques. ,m
Hugokuva,,None,,m,1983,,"Je veux apprendre d'avantage sur le MOOC, ",hs
HugoLehoux,,Montpellier,FR,m,1990,,,m
hugoles1996,,NUEVO LAREDO,MX,m,1996,,,jhs
hugolgregoire,7026252,,,,,,,
hugolingani,4853872,,,,,,,
hugolopez,3995814,,,,,,,
hugolpz,,Paris,FR,,1984,,"Je gere la creation du Mooc de Chinois, par l'INALCO.",m
HugoM,,Bourg-la-Reine,FR,m,1996,,Apprendre (je suis en prépa HEC),jhs
Hugomartin70400,10081581,,,,,,,
hugoMORLOT,,,,,,,,
HUGONBRUNO,,,,,,,,
hugopeter2896,,,,,,,,
Hugopot,10390361,,,,,,,
HugoR33,,,,,,,,
HugoRValadez,4149541,,,,,,,
HugoSacuto,9364671,,,,,,,
HugoSalgado,2969159,,,,,,,
HugoSV,5459264,,,,,,,
Hugot67,3991179,,,,,,,
HugoVargasC,10360399,,,,,,,
hugovass,5643689,,,,,,,
Hugovh,,LILLE,FR,m,1987,,,m
HugoVlmr,,,,,,,,
hugrad,,caen,FR,m,2001,,J'aime l'informatique.,el
Hugs,,None,,m,1969,,"Etant enseignant et ayant un emploi du temps très chargé, la formation en ligne est pour moi un atout. Je suis un utilisateur des outils numériques et souhaite améliorer cet usage au profil de mes élèves.",b
hugues_cazin,,,,,,,,
Hugues_H,,,,,,,,
Hugues_K,8960703,,,,,,,
Hugues-LN,6583486,,,,,,,
hugues06,,,,,,,,
hugues37000,630825,,,,,,,
hugues38,2966495,,,,,,,
hugues82,843214,,,,,,,
huguesbongba,295215,,,,,,,
HuguesC,1681050,,,,,,,
HuguesChocart,3058088,Troyes,FR,m,1997,Etudiant,,b
HuguesDL,6929675,,,,,,,
huguesducerisier,1174497,,,,,,,
HuguesSert,274416,,,,,,,
huguet_le_boulet,2339029,,,,,,,
huguette1,3798471,,,,,,,
Huikol,828295,,,,,,,
Huillam,8105953,,,,,,,
HuiMin_Leong,9986951,,,,,,,
hulk,,,,,,,,
HUMA4T,,,,,,,,
HumainSauvage,,,,,,,,
Human1010001,3941658,,,,,,,
Humanum,,,,,,,,
Humax,5839532,,,,,,,
humberthp,958501,,,,,,,
Humbertob,,João Pessoa,BR,m,1995,,,b
HumbertoM,3452995,,,,,,,
humbertoramos,74119,,,,,,,
Humhumhum,,Paris,FR,f,1975,,,hs
humilicupidum,,Niort,FR,m,1991,,La passion d'apprendre et de continuer à se former.,m
Hummar,2253893,,,,,,,
hummelfabien,,,,,,,,
Hummingbird,3207296,Drancy,FR,m,1995,,Développer mes connaissances à mon rythme avec des cours de qualités. ,jhs
Humphrey,404322,,,,,,,
Humpt,11068965,,,,,,,
Humpty,,,,,,,,
humumadi,395550,,,,,,,
Hundolen1,,,,,,,,
HungryLearner,,Rodez,FR,,None,,,
hungsir,1748924,,,,,,,
hunguyen,,Créteil,FR,m,None,,,m
hunoma,,,,,,,,
Hunsbury,1148224,,,,,,,
hunter_dz,,,,,,,,
Hunter950,3558494,,,,,,,
hunterbackyard8,22128419,,,,,,,
HunterBaka,,Tremblay en France,FR,m,1998,,"Je souhaite approfondir mes connaissances afin de pouvoir comprendre différentes études futur. Accessoirement, je souhaite de plus augmenter ma culture général. ",el
hunterd,,Saint Joseph,RE,m,1987,,,m
Hupigotri,,,,,,,,
HUPPE,,PARIS,FR,m,1948,,,m
Huralp,549345,,,,,,,
Hurde,,,,,,,,
hurletout,,blois,FR,m,1970,Recherche emploi,,b
Hurmmo,,,,,,,,
Hurricane10,8319174,,,,,,,
huski,1745083,,,,,,,
HussainAleid,11117557,,,,,,,
hussaingh103,19479271,,,,,,,
HussamOul,6768649,,,,,,,
husseinhamze,,,,,,,,
HusseinMorsi,1196417,,,,,,,
Husser,,,,,,,,
hutzig,1880335,,,,,,,
Huunghi,6712646,,,,,,,
huy,507615,,,,,,,
Huy-Dung,,compiegne,FR,m,1995,Etudiant,,jhs
Huyen_Pham,10874211,,,,,,,
Huyenpt,,,,,,,,
huyghens,4218414,,,,,,,
HV,,,,,,,,
hvala,2928854,,,,,,,
HVALL,2640994,,,,,,,
hvallier,,,,,,,,
hvanhems,5507451,,,,,,,
hvarlet,2402381,,,,,,,
hvaucelle,10446126,,,,,,,
hvaysse,5450341,,,,,,,
HVDM,,Lambersart,FR,m,1966,"Cadre, sup",Curiosité !,m
HVente,1584390,,,,,,,
hverdie,,,,,,,,
hverdurmen,1218000,,,,,,,
hveuillet,,,,,,,,
hvezier,3139235,PEUMERIT,FR,m,1953,,,other
hviallefond,6064651,,,,,,,
hvilmont,,,,,,,,
HVK,,,,,,,,
HVP,520065,,,,,,,
HW,134696,,,,,,,
hwadjiri,,Buea,CM,m,1993,,,jhs
hwaxin,3837740,,,,,,,
hwkhai,7409806,,,,,,,
Hwrainbow,12903513,,,,,,,
HxDarkness,,,,,,,,
hxn,,,,,,,,
Hy69,,,,,,,,
Hyace2015,,,,,,,,
HYACINTHE1,,,,,,,,
hyacinthe17,,,,,,,,
Hyacinthe1988,1048662,,,,,,,
hyacintheunderscore,10608166,,,,,,,
Hyarvoni,,,,,,,,
Hyasco,,Yaoundé,CM,m,1986,,"je suis enseignant, passionné de la programmation et de la robotique, je suis aussi étudiant en thèse de Doctorat. Je veux maîtriser le module arduino.",
hybern,2125156,,,,,,,
Hydragon,,,,,,,,
Hydrasul,1052802,,,,,,,
hydrochapo,1831777,,,,,,,
Hydromel,,None,,f,1965,,"Dans le cadre du master 1 PSM à Montbéliard, nous mettons en œuvre un projet transmédia en 2014",m
hydronaute,,,,,,,,
hyeniavci,11618637,,,,,,,
HYIEL,,,,,,,,
hyj13,3384064,,,,,,,
Hykhare,,,,,,,,
hylena,1672884,,,,,,,
HylodM,,,,,,,,
hyncha,,,,,,,,
hyonimaru,,DOUALA ,CM,m,None,Etudiant,To learn,b
Hype_Ode,,,,,,,,
hypnos93430,,,,,,,,
hypnose,4604526,,,,,,,
Hypnosphere,,Paris,FR,m,1991,,"Bonjour,
Je dispose déjà d'un kit arduino et de connaissance en electronique et programmation. Je souhaite approfondir ces connaissances pour aller plus loin dans les concepts de développement electronique.",jhs
Hypnotiseur,6655853,,,,,,,
hyporaptor,105013,,,,,,,
hypva83,,,,,,,,
Hyrys,5657594,,,,,,,
Hysham,2450323,,,,,,,
HYUNJEONG89,,,,,,,,
HyuryD,5318125,,,,,,,
Hyuuda,,,,,,Etudiant,,
Hyvenos,5642144,,,,,,,
Hyverd,,,,,,,,
hyvertj,,,,,,,,
hzahir,,,,,,,,
HZAO,,,,,,,,
hzenouda4459,5909725,,,,,,,
hzini,,ISSY LES MOULINEAUX,FR,m,1984,,,m
hziraq1977,9303211,,,,,,,
hzolalaina,6859114,,,,,,,
I_am_Sam,,,,,,,,
I_bugnet,,,,,,,,
i_moreau,11461085,,,,,,,
I_the_men,,,,,,,,
i-dahni,,,,,,,,
I-Deheaulme,,,,,,,,
i-mad,,,,,,,,
i-masmoudi,,,,,,,,
I-RATA,,,,,,,,
i-sylla,,,,,,,,
i-taoufiq,8439788,,,,,,,
i026e,137421,,,,,,,
i20,,Rennes,FR,m,1982,,,m
i2DIY,,LILLE,FR,m,1978,,"Je maitrise un peu l'impression 3D, je souhaite aller plus loin ",hs
i2luc,,Saint Andre lez Lille,FR,m,1954,,,m
I33,,,,,,,,
I3F,8694158,,,,,,,
I424,,None,,m,1995,,,b
I5_-ma,6454225,,,,,,,
i6r4him,3520347,,,,,,,
i96seck,,,,,,,,
IA2M,,,,,,,,
IA46,,,,,,,,
Ia7,,None,,f,1967,,Reconversion professionnelle tim,m
Iabid,5777704,,,,,,,
Iabidi,,Grasse,FR,f,1993,,,m
Iablaka,,Naillat,FR,m,1951,Retraité,Je souhaite maintenir et améliorer mon niveau de connaissances.,b
iabourhamane,5147974,,,,,,,
iadana,47542,,,,,,,
IADECOLA,5443597,,,,,,,
Iadoude,,,,,,,,
IAF_Alon,5039013,,,,,,,
iafermin,10506893,,,,,,,
IAICHE2007,3157739,,,,,,,
IainJaysonTan,6594238,,,,,,,
ialkerdy,,Velizy-Villacoublay,FR,m,1991,,"J'ai suivi une formation en Ingénierie et Management des Systèmes Industriels. A la fin de mes études je me suis spécialisé dans l'Ingénierie Numérique de Process. Je suis très intéressé par le nouveau monde numérique et j'aimerais bien en faire part. 
J'étais sur le site de l'Usine Digitale et j'ai trouvé
 ",m
ialvear,,,,,,,,
iam72,,,,,,,,
IAMAC,,,,,,,,
Iamadou,416148,,,,,,,
IamCanadian,2539998,,,,,,,
iamd30,9416401,,,,,,,
iameline,,,,,,,,
Iamemilie,,,,,,,,
iamigo,12282636,,,,,,,
iamjmm,,,,,,,,
iamjumz28,18394459,,,,,,,
Iamolumbe,16773073,,,,,,,
IamOsamaKamal,5432862,,,,,,,
iamparixit,20935895,,,,,,,
iamyash_sharma,19748289,,,,,,,
Ian_de_Sormiou,6774862,,,,,,,
Ian_Miller,812937,,,,,,,
Ian-C,4490657,,,,,,,
Iana2305,124186,,,,,,,
iAnass,,,,,,,,
iandiaye,,Dakat,SN,m,1987,,,m
iANDpi,6408229,,,,,,,
ianFIF,6055657,,,,,,,
ianflett,6522901,,,,,,,
ianfrancoc,21248150,,,,,,,
ianian,4709769,,,,,,,
ianjgrover,10606466,,,,,,,
iannis,509397,,,,,,,
Ianpoco,12888787,,,,,,,
IanQ,3888767,,,,,,,
IanRahim,4750977,,,,,,,
iansandrew,7320261,,,,,,,
IanShif,3921345,,,,,,,
iansseau,2019826,,,,,,,
iAntoineW,1476804,,,,,,,
IaraSP,5705117,,,,,,,
Iarinaivo,95071,,,,,,,
Iarn,,,,f,,"Cadre, sup",,
iarnal,,,,,,,,
iaroslaf,5178490,,,,,,,
IaroslavChalenko,6014473,,,,,,,
iatchade,,,,,,,,
IAUDRY,5260162,,,,,,,
iaufrere,4081674,,,,,,,
iavronsart,,,,,,,,
iaych,,,,,,,,
Iazalrachid,,Casablanca,MA,m,1995,Etudiant,,other
Ib_cosmos,,,,,,,,
IB_Lyon,,,,,,,,
IB2M,,,,m,,Etudiant,,
ib38,,,,,,,,
IbAbdallah,,,,,,,,
ibabdoul,5639915,,,,,,,
iBabeL07,,,,,,,,
IBAH,,,,,,,,
IbaIbaIba,,,,,,,,
ibailly,1756375,,,,,,,
ibalan,,,,,,,,
iBaldera,11376265,,,,,,,
ibamalick,,,,,,,,
ibanez,588258,,,,,,,
ibank,,,,,,,,
IBANS,,,,,,,,
ibarakumo,1257667,,,,,,,
ibarbot,,Vincennes,FR,f,1974,,,m
ibard,,,,,,,,
IBARRAP27,12533140,,,,,,,
ibatou,,,,,,,,
ibaudart,,,,,,,,
Ibaude,,,,,,,,
ibayle,,,,,,,,
ibaze,,,,m,,"Cadre, sup",,
ibazin,,,,,,,,
ibbyjamal,12153702,,,,,,,
Ibcisse,,,,,,,,
ibdoum,5478984,,,,,,,
Ibeach,6290428,,,,,,,
ibecuywe,3217640,,,,,,,
Ibeg,6194308,,,,,,,
ibeh59,,,,,,,,
ibekkat,,,,,,,,
ibelgacem,,,,,,,,
Ibelkacemi,,,,,,,,
ibellois,,,,,,,,
IBENAHMED,,,,,,,,
Ibengy,,,,,,,,
ibenichou,,,,,,,,
ibenmoha,,,,,,,,
ibens10,,None,,f,1993,,,m
Ibenseddik,,Paris,FR,f,1989,,,m
iBentum,11854933,,,,,,,
Iberis,6140386,,,,,,,
iberkeley,,,,,,,,
iberrani,,,,,,,,
Iberthe,,,,,,,,
ibertomeu,,,,,,,,
ibertomeu2,,,,,,,,
IBG,294837,,,,,,,
ibhbk,,,,,,,,
IBI,522162,,,,,,,
ibibawest,7247415,,,,,,,
ibibib,5140231,,,,,,,
Ibienve,5811494,,,,,,,
ibirtic,,Paris,FR,f,1975,,,m
ibis5966,,perpignan,FR,m,1964,,changer d orientation professionnelle ,jhs
ibis66,,,,,,,,
ibiz,,,,,,,,
ibka,,,,,,,,
ibkkone,,,,,,,,
ibkone,10723599,,,,,,,
IBlasco,,,,,,,,
Ibm63,1426056,,,,,,,
Ibmotoo,,,,m,,Etudiant,,
ibmuazu2000,11337051,,,,,,,
iBn_Mushtaq,13117071,,,,,,,
ibnbadis,6636023,,,,,,,
Ibnelbahr,,,,,,,,
Ibnelo,13954972,,,,,,,
ibnkhall,2244073,,,,,,,
ibnkone,,,,,,,,
ibnou,,None,,m,1993,,,jhs
ibody,,suze la rousse,FR,f,1967,,"m'aider à mieux enseigner
me remettre à niveau en maths (niveau agrégation et plus)",m
ibohnke,,,,,,,,
iboia,,,,,,,,
iboisdon,2090434,,,,,,,
Iboisier,409272,,,,,,,
IBOLA,,BUNIA,CD,m,1979,,to lean more,m
ibolum,8128885,,,,,,,
ibonmarin,,,,,,,,
iborolland,1667094,,,,,,,
Iborre,,,,,,,,
ibou45,,dakar,SN,m,1988,,,p
Ibouchentouf,,,,,,,,
ibouiges,,,,,,,,
ibouillon,,,,,,,,
Iboukun,,,,,,,,
iboulais,430347,,,,,,,
iboulele,,,,,,,,
Iboumag,,,,,,,,
Ibourahima,,,,,,,,
ibouras,4987474,,,,,,,
ibourdin,,,,,,,,
ibourguet,,,,,,,,
iboutefoy,5141422,,,,,,,
ibr_ba,1403700,,,,,,,
ibra7503,,,,,,,,
ibra83,9326816,,,,,,,
ibra8580,,,,,,,,
ibrababa1957,,,,,,,,
IbraBenIbra,,,,,,,,
Ibradabo,2436219,,,,,,,
ibrafall,5342698,,,,,,,
ibrahim-D,,,,,,,,
ibrahim16,5000593,,,,,,,
Ibrahim17,,None,,m,1983,,Actuellement auditeur au CNAM pour parfaire mon cursus tout en travaillant je suis souvent confronté à la distance géographique des cours (environ 150km)  je suis à ma recherche de solution alternative,hs
ibrahim226,,Ouagadougou,BF,m,1983,,Poursuivre ma formation,m
Ibrahim40,,None,,,None,,,
Ibrahim57,,,,,,,,
Ibrahim60,,Neuchâtel,CH,m,1989,,Je  me suis  à  fun  pour  appprendre   encore  plus et   avoir  d'autres  competences,b
Ibrahim719671,1064643,,,,,,,
ibrahim79,3177677,,,,,,,
ibrahim93,2335543,,,,,,,
Ibrahima6,530466,,,,,,,
ibrahimabdou5,,Antony,FR,m,1985,,,m
ibrahimabubkr,3151773,,,,,,,
IBRAHIMACISSE,9224426,,,,,,,
ibrahimakhalil704,,,,,,,,
IbrahimAlghafet,,Agadez,NE,m,1979,,je suis très ravis de participe a ce mooc et reussir ce certificat,jhs
Ibrahimandiaye,208494,,,,,,,
IbrahimFofana,,,,,,,,
Ibrahimhama,2502407,,,,,,,
ibrahimhien,80188,,,,,,,
ibrahimkbd,1206128,,,,,,,
IbrahimMalik,10913259,,,,,,,
IBRAHIMMAMANE2018,8788298,,,,,,,
Ibrahimqc,11673773,,,,,,,
ibrahimsaidelmi,,Djibouti,DJ,m,1983,,"En tant qu'enseignant, j' aime enseigner et me former.",m
ibrahimterap,2360608,,,,,,,
ibrahimtn,,,,,,,,
ibrahka007,1318097,,,,,,,
IBRAkameldoumi,,,,,,,,
ibralex,,,,,,,,
ibrandiaye,,,,,,,,
ibrasoul,3479539,,,,,,,
Ibrax,,MEKNES,MA,m,1992,,,b
ibrid,,Montpellier,FR,m,1990,,,m
Ibrissy,1977478,,,,,,,
Ibro81,1337100,,,,,,,
ibrodeb,9254544,,,,,,,
ibroxidbah,,,,,,,,
ibrsoft,,,,,,,,
IBSbouran,,,,,,,,
IBSILONE,,,,,,,,
IbSo90,,,,,,,,
Ibsom,9959006,,,,,,,
Ibtehal15,12786119,,,,,,,
ibti88,,tunis,TN,f,1995,,,other
ibtiBHD,,,,,,,,
ibtihalzerhouni,5433929,,,,,,,
ibtihel_dridi,,TUNIS,TN,f,1990,,,m
ibtila,,,,,,,,
Ibtisam,5653169,,,,,,,
IbtissameAgtib,,,,,,,,
IBUF,,,,,,,,
ibullit64,,,,,,,,
Ibx-cicx,,,,,,,,
ibyis,8970943,,,,,,,
IBZainab,,,,,,,,
IC35,,,,,,,,
ICaFe,,,,,,,,
Icalleau,1683123,,,,,,,
icalvoz,5233099,,,,,,,
icamara01,,,,,,,,
icamposd,613001,,,,,,,
Ican,,,,,,,,
ICanFly,,,,,,,,
icanreachit,50679,,,,,,,
icare21,2777655,,,,,,,
Icare9,,,,,,,,
Icarela,4963395,,,,,,,
icarePetilesBis,16142631,,,,,,,
Icaria,5385271,,,,,,,
ICARLIER,,,,,,,,
Icassz,,,,,,,,
icastex,,,,,,,,
icatana,5563880,,,,,,,
Ice,,,,,,,,
ICE-TE,,,,,,,,
Ice79,17687307,,,,,,,
iceadamab,,,,,,,,
Icefury,5727886,,,,,,,
Icenel,5865566,,,,,,,
icepen,,,,,,,,
icerisier,,,,,,,,
icetea32,,Paris,FR,f,1989,,,a
icetea3207,,,,,,,,
ICFerraz,2472230,,,,,,,
icha95,,,,,,,,
ichafa,,,,,,,,
ichanefo,11383970,,,,,,,
ichardm,,,,,,,,
icharritton,,,,,,,,
IChauvin,6345430,,,,,,,
ichavanel,,,,,,,,
IChayma,,,,,,,,
icheneby,6405256,,,,,,,
iChentli,,,,,,,,
ichi-sama,,,,,,,,
ichinisan,,,,,,,,
icho,1640139,,,,,,,
ichrael,12976067,,,,,,,
Ichrakaskour,5520114,,,,,,,
ichtus,2644874,,,,,,,
ichtyus,,,,,,,,
Icis,,Paris ,FR,,None,,,
iciyas,1348824,,,,,,,
Iclay,4664079,,,,,,,
ICLEMENT,,,,,,,,
icnyc,10882934,,,,,,,
ico16,,,,,,,,
icohan,,,,,,,,
Icolin,5387971,,,,,,,
Icorentin,,,,,,,,
ICostaz,5602916,,,,,,,
icrema,7216117,,,,,,,
icroisilles,2889321,,,,,,,
ICros,9849416,,,,,,,
Icsas-1984,5769109,,,,,,,
icsst,,,,,,,,
iCube007,,,,,,,,
Icuneo,11487098,,,,,,,
Id_BEL,6203269,,,,,,,
ID_COULIBALY,,,,,,,,
